time,loss
0.4205448627471924,0.21949127316474915
0.6881227493286133,0.31012988090515137
0.7273809909820557,0.24106982350349426
0.7654378414154053,0.2515728175640106
0.8038287162780762,0.2660663425922394
0.8436517715454102,0.24288837611675262
0.8821749687194824,0.2158738523721695
0.9238011837005615,0.2245386838912964
0.9626946449279785,0.24011291563510895
1.0036611557006836,0.23021361231803894
1.0453951358795166,0.2141968160867691
1.091177225112915,0.2068561464548111
1.1353886127471924,0.21349947154521942
1.1778080463409424,0.2172328531742096
1.2172751426696777,0.21518976986408234
1.253007411956787,0.2052343636751175
1.292419195175171,0.19924964010715485
1.3320541381835938,0.20055174827575684
1.3728439807891846,0.20359687507152557
1.4142119884490967,0.20007801055908203
1.452895164489746,0.19569773972034454
1.4933221340179443,0.19303062558174133
1.5333867073059082,0.19265024363994598
1.5723743438720703,0.19379942119121552
1.611396312713623,0.1919199377298355
1.651808738708496,0.18873588740825653
1.690899133682251,0.18616504967212677
1.732318639755249,0.18602997064590454
1.7699875831604004,0.1866910457611084
1.8088006973266602,0.18643562495708466
1.8468985557556152,0.18275417387485504
1.8865270614624023,0.18203014135360718
1.925696849822998,0.18009351193904877
1.9642794132232666,0.1786070466041565
2.0012013912200928,0.17976321280002594
2.0385427474975586,0.17915816605091095
2.0800065994262695,0.17535066604614258
2.1183245182037354,0.17405422031879425
2.155217170715332,0.1743120551109314
2.193575620651245,0.17299403250217438
2.2355189323425293,0.17196080088615417
2.2728846073150635,0.1694776564836502
2.3144755363464355,0.16874265670776367
2.3545827865600586,0.1675029695034027
2.3946104049682617,0.16487881541252136
2.4343369007110596,0.16522252559661865
2.4759786128997803,0.16611112654209137
2.5199878215789795,0.16373126208782196
2.5571887493133545,0.16226360201835632
2.600144386291504,0.16222530603408813
2.6421878337860107,0.16245123744010925
2.683746814727783,0.1598908007144928
2.7239878177642822,0.1602495312690735
2.7599804401397705,0.15789276361465454
2.797471284866333,0.15767130255699158
2.833735942840576,0.15596093237400055
2.871626377105713,0.15426500141620636
2.913398504257202,0.15503379702568054
2.9520010948181152,0.15379598736763
2.9940123558044434,0.15400204062461853
3.0344789028167725,0.15319626033306122
3.0726897716522217,0.15114045143127441
3.1137797832489014,0.15047529339790344
3.1537888050079346,0.1511247456073761
3.1914167404174805,0.14944899082183838
3.2301900386810303,0.1501007378101349
3.272580862045288,0.14681598544120789
3.3139374256134033,0.1473488211631775
3.3572349548339844,0.14530795812606812
3.398378849029541,0.1439567506313324
3.442131757736206,0.1433299034833908
3.484410285949707,0.14036832749843597
3.5234429836273193,0.14252352714538574
3.563579559326172,0.13960015773773193
3.6050825119018555,0.13995592296123505
3.644162654876709,0.13956259191036224
3.6899240016937256,0.13912361860275269
3.7321701049804688,0.13752169907093048
3.774289846420288,0.1321851760149002
3.8153040409088135,0.13045768439769745
3.8522534370422363,0.1292474865913391
3.8944733142852783,0.13459143042564392
3.9347009658813477,0.12816636264324188
3.974952459335327,0.12904657423496246
4.01662278175354,0.12710203230381012
4.054333686828613,0.1240970715880394
